batsman          |season|strike_rate|
KP Pietersen     |  2012|   147.3430|
DPMD Jayawardene |  2012|   112.4161|
J Botha          |  2012|   107.4074|
AA Chavan        |  2012|   137.5000|
A Singh          |  2012|     0.0000|
SK Trivedi       |  2012|    83.3333|
GB Hogg          |  2012|    93.7500|
RR Bhatkal       |  2012|     0.0000|
AD Mathews       |  2012|   117.5926|
M Manhas         |  2012|   125.0000|
A Nehra          |  2012|    91.6667|
AB Dinda         |  2012|    40.0000|
JP Duminy        |  2012|   128.4211|
AA Jhunjhunwala  |  2012|    92.3077|
LRPL Taylor      |  2012|   115.2047|
P Dogra          |  2012|    62.5000|
BA Bhatt         |  2012|   300.0000|
M Kaif           |  2012|    87.5000|
S Aravind        |  2012|   175.0000|
M Muralitharan   |  2012|    66.6667|
DJ Jacobs        |  2012|     0.0000|
CJ McKay         |  2012|    53.3333|
RP Singh         |  2012|    50.0000|
DH Yagnik        |  2012|   192.3077|
TM Dilshan       |  2012|   109.1954|
DA Warner        |  2012|   164.1026|
N Saini          |  2012|    99.2908|
DA Miller        |  2012|   130.6667|
Azhar Mahmood    |  2012|   130.9859|
P Negi           |  2012|   124.1379|
NLTC Perera      |  2012|    44.4444|
IR Jaggi         |  2012|    71.4286|
STR Binny        |  2012|   134.3284|
RJ Peterson      |  2012|   106.6667|
AC Thomas        |  2012|   126.6667|
AC Blizzard      |  2012|     0.0000|
WP Saha          |  2012|    42.8571|
KMDN Kulasekara  |  2012|   166.6667|
A Ashish Reddy   |  2012|   120.6897|
V Pratap Singh   |  2012|     0.0000|
MEK Hussey       |  2012|   110.5932|
BB Samantray     |  2012|   100.0000|
MJ Clarke        |  2012|   104.2553|
SR Watson        |  2012|   151.7857|
AUK Pathan       |  2012|    85.7143|
Gurkeerat Singh  |  2012|   165.3846|
RJ Harris        |  2012|   163.6364|
DR Smith         |  2012|   160.2041|
J Syed Mohammad  |  2012|   400.0000|
S Nadeem         |  2012|     0.0000|
VR Aaron         |  2012|    33.3333|
AP Majumdar      |  2012|   114.4737|
SD Chitnis       |  2012|   106.4516|
PA Reddy         |  2012|   123.7288|
J Theron         |  2012|   116.6667|
S Anirudha       |  2012|   271.4286|
MD Mishra        |  2012|   100.0000|
K Upadhyay       |  2012|   137.5000|
HH Gibbs         |  2012|    92.0455|
P Awana          |  2012|    80.0000|
UBT Chand        |  2012|   105.8824|
AD Russell       |  2012|   180.7692|
UT Yadav         |  2012|    28.5714|
A Chandila       |  2012|     0.0000|
CA Lynn          |  2012|    66.6667|
Harpreet Singh   |  2012|   100.0000|
AG Murtaza       |  2012|    60.0000|
P Parameswaran   |  2012|     0.0000|
DS Kulkarni      |  2012|   200.0000|
Sunny Gupta      |  2012|     0.0000|
UBT Chand        |  2013|   100.0000|
DPMD Jayawardene |  2013|   105.7508|
DA Warner        |  2013|   126.5432|
MC Juneja        |  2013|    97.6563|
NV Ojha          |  2013|    90.0000|
J Botha          |  2013|    82.6923|
IK Pathan        |  2013|    98.0769|
AD Russell       |  2013|    78.5714|
S Nadeem         |  2013|    51.8519|
A Nehra          |  2013|    12.5000|
MS Bisla         |  2013|   108.0508|
G Gambhir        |  2013|   118.3673|
JH Kallis        |  2013|    96.5839|
MK Tiwary        |  2013|   104.2857|
EJG Morgan       |  2013|   127.9167|
YK Pathan        |  2013|   138.3333|
CH Gayle         |  2013|   156.8627|
TM Dilshan       |  2013|    81.7204|
V Kohli          |  2013|   139.2157|
MA Agarwal       |  2013|   108.0645|
DT Christian     |  2013|    40.0000|
KK Nair          |  2013|    75.0000|
KB Arun Karthik  |  2013|   107.8947|
RT Ponting       |  2013|    69.3333|
SR Tendulkar     |  2013|   124.2424|
KD Karthik       |  2013|   124.0876|
RG Sharma        |  2013|   131.5403|
AT Rayudu        |  2013|   114.7186|
Harbhajan Singh  |  2013|   146.8354|
KA Pollard       |  2013|   149.4662|
PA Reddy         |  2013|    90.0990|
PA Patel         |  2013|   115.2941|
KC Sangakkara    |  2013|    88.2353|
CL White         |  2013|   115.3061|
NLTC Perera      |  2013|   142.4242|
GH Vihari        |  2013|    86.6906|
A Ashish Reddy   |  2013|   140.4494|
DB Ravi Teja     |  2013|    82.3529|
RV Uthappa       |  2013|   116.9811|
